idx,label,anomalyScore
48689,8,0.101758
7925,8,0.081702
13827,0,0.062161
25480,4,0.136345
25605,4,0.138619
25942,3,0.118655
2960,2,0.099407
31575,4,0.127998
45511,6,0.131678
58424,6,0.108818
22645,1,0.142612
23873,1,0.143055
33416,4,0.142165
50606,7,0.135402
51347,7,0.134149
4501,0,0.071483
6991,4,0.129465
10805,5,0.124007
3219,4,0.114813
16881,8,0.134052
25417,1,0.132018
49211,1,0.148461
57575,2,0.127797
14645,0,0.095355
48520,7,0.117902
53819,6,0.137422
55820,1,0.135057
7652,1,0.122505
23761,7,0.107797
30725,2,0.099043
36830,0,0.062134
53271,0,0.112345
22970,6,0.090772
53918,0,0.074301
57560,4,0.096506
23089,0,0.124988
52765,8,0.124433
59913,1,0.117185
14393,2,0.086979
35273,3,0.125424
31810,9,0.128226
45265,3,0.113154
58729,2,0.104508
13877,8,0.138743
23505,0,0.117274
24717,5,0.106516
49119,1,0.142175
10459,1,0.136932
18469,1,0.129126
19676,3,0.092214
46051,2,0.094274
15169,7,0.146939
51058,0,0.114683
59850,1,0.144374
52261,4,0.121736
58049,3,0.116669
6822,9,0.130951
28417,9,0.093147
34604,9,0.139843
36493,8,0.125200
40302,3,0.101604
20046,1,0.141279
31183,8,0.137824
40451,4,0.102935
36609,1,0.137585
11545,3,0.130714
33448,8,0.122021
35823,4,0.116772
15286,5,0.116144
15751,7,0.137533
7256,7,0.138369
43564,3,0.115060
52986,4,0.123781
56924,9,0.122795
21108,4,0.132959
37503,6,0.132770
1776,0,0.078887
5861,9,0.141616
35423,3,0.094785
36885,2,0.033091
5670,9,0.126387
14721,4,0.120460
18303,6,0.097871
26383,6,0.094865
13200,7,0.120871
53194,5,0.125600
57420,6,0.103970
28524,9,0.125392
35804,3,0.096054
36699,6,0.119452
481,5,0.118941
16435,4,0.138355
19615,1,0.140486
23830,3,0.077401
26519,9,0.113204
44948,9,0.122948
34462,3,0.090295
43647,6,0.132239
49064,7,0.125498
52802,2,0.084140
41420,1,0.122264
42374,2,0.085246
47934,9,0.134608
49938,4,0.144097
16894,8,0.109466
36053,7,0.133847
59435,4,0.082365
937,7,0.142791
8743,2,0.119280
28492,5,0.092966
40500,9,0.135530
56672,4,0.113584
19144,9,0.129154
42651,7,0.129474
11407,8,0.060466
10675,3,0.118258
16514,5,0.116490
21932,4,0.106888
23803,7,0.094512
40507,7,0.143158
45029,2,0.124661
12243,8,0.083968
20851,2,0.105563
38911,9,0.125470
39553,1,0.139011
51000,7,0.127288
3106,2,0.111579
18728,3,0.066027
44877,1,0.148069
57176,9,0.129720
664,4,0.127757
13793,8,0.111642
37403,7,0.091723
2618,0,0.102987
19465,6,0.105248
54230,0,0.104673
59701,4,0.116788
34013,6,0.086056
19313,7,0.104730
20974,8,0.115577
21225,9,0.092447
22031,5,0.118846
33487,6,0.095598
11458,8,0.126422
16281,9,0.129939
27290,0,0.043785
41444,0,0.080540
30670,2,0.114708
52480,3,0.120201
34165,1,0.144569
35025,9,0.141091
57514,8,0.094165
12061,1,0.133593
25286,0,0.010605
46175,7,0.127468
52804,7,0.118730
56069,8,0.119855
57993,2,0.094448
57226,2,0.071795
16453,6,0.136892
35692,2,0.075563
39451,8,0.120374
41822,2,0.122753
45505,0,0.046152
5955,4,0.110314
22191,6,0.133687
37082,1,0.129258
43594,0,0.119034
45612,4,0.135440
2288,5,0.098329
18496,5,0.133213
36374,1,0.140994
38990,3,0.099263
2307,1,0.146786
18972,6,0.118725
19653,1,0.141876
35271,1,0.148865
42750,8,0.064094
50140,1,0.147694
10002,8,0.125250
30955,4,0.082443
55874,0,0.081593
2656,5,0.117101
3420,5,0.125055
10636,3,0.123924
35793,1,0.145668
12800,0,0.113522
40357,6,0.138425
40885,1,0.140549
8962,0,0.048423
13810,6,0.123559
16571,9,0.140346
20018,5,0.046822
21219,9,0.143880
22480,4,0.086438
28167,1,0.142591
40156,2,0.079457
42472,4,0.127454
27002,4,0.142941
39671,4,0.146026
43392,2,0.068284
24183,2,0.126710
37101,7,0.147364
27101,5,0.132796
55885,9,0.125058
58523,6,0.125882
59931,3,0.137021
15533,8,0.135297
21879,1,0.143869
25627,0,0.058342
38047,9,0.133332
55268,1,0.138096
14758,7,0.102699
33412,4,0.139230
51801,5,0.092100
20547,9,0.125639
34744,9,0.112353
49957,9,0.114145
50952,1,0.141266
59585,5,0.124721
5675,0,0.079959
17967,3,0.106680
20807,6,0.137956
27684,7,0.113201
16436,3,0.116122
26610,9,0.125064
22084,2,0.098190
29532,8,0.118848
38884,5,0.108803
58286,0,0.091449
20440,3,0.115889
33966,1,0.138318
41932,8,0.092944
45281,4,0.142416
50981,4,0.131217
21523,2,0.103710
33786,2,0.109055
51987,2,0.078542
49437,6,0.137167
57421,0,0.101472
57978,0,0.067744
11338,1,0.139543
17872,0,0.131942
17900,9,0.140191
18144,9,0.138629
30629,1,0.141898
1948,2,0.090087
2053,4,0.122942
9443,4,0.121408
30355,3,0.132194
42682,3,0.067236
48989,7,0.133975
14143,9,0.136914
17213,2,0.094020
21702,7,0.137944
42156,8,0.117648
51548,2,0.101604
10225,6,0.123101
37322,9,0.115651
50233,1,0.147937
20672,2,0.085156
21862,3,0.120534
26618,1,0.146268
27432,5,0.098199
50766,8,0.105773
36458,1,0.141111
42936,5,0.118965
50741,8,0.068094
4387,4,0.135618
15304,6,0.133074
22565,4,0.124394
23260,7,0.100967
34639,1,0.138488
49688,5,0.114024
55108,8,0.118911
58928,9,0.132700
4869,3,0.102541
16867,0,0.078647
19964,2,0.062861
25096,7,0.104955
44223,1,0.147752
47011,9,0.132880
2589,6,0.113716
38384,3,0.104581
1565,7,0.132429
14784,6,0.100254
20087,9,0.134389
39178,6,0.118353
8968,3,0.105379
39576,8,0.123164
44004,5,0.130455
32404,9,0.111191
23330,9,0.140539
27308,0,0.122597
32141,6,0.082976
14416,4,0.133285
28240,9,0.132809
14053,0,0.106025
4215,6,0.099226
13154,9,0.118487
28603,6,0.094918
21852,8,0.064618
26239,1,0.149988
38401,6,0.117488
58373,9,0.143122
28515,7,0.126786
33703,4,0.143896
47154,1,0.131321
50060,6,0.083494
57642,6,0.142291
44310,6,0.099908
49782,2,0.107874
59096,0,0.066714
5434,3,0.093914
15048,6,0.124179
18922,0,0.057054
25177,4,0.130338
38400,3,0.066060
29740,4,0.126782
46593,3,0.144685
38626,9,0.106084
56187,6,0.133669
12587,8,0.132402
18757,9,0.136745
54261,5,0.121489
17684,7,0.122580
44527,7,0.090789
48334,7,0.114350
56836,0,0.093926
9738,2,0.097646
26224,9,0.114722
37181,5,0.120555
52073,8,0.125937
52811,3,0.130964
1784,8,0.114207
16289,7,0.095286
23439,5,0.138124
34958,9,0.138073
37062,1,0.137054
19609,4,0.118285
52893,8,0.104813
36640,5,0.109768
46769,5,0.121054
1460,9,0.130475
2145,0,0.110353
4394,7,0.126234
10262,0,0.069879
188,2,0.072033
5229,0,0.055093
16661,1,0.144411
46345,0,0.025579
22102,5,0.094799
38084,3,0.127873
6171,3,0.119036
9063,5,0.060358
27386,2,0.108266
628,8,0.139028
6567,7,0.131607
21571,3,0.122440
41423,9,0.113403
55985,6,0.111372
27288,3,0.138653
43103,0,0.121890
13734,1,0.134651
42406,6,0.098887
5643,3,0.069087
17686,1,0.126957
27976,5,0.098701
53428,1,0.145341
55262,5,0.103072
13253,4,0.117090
21984,2,0.101938
23325,5,0.120296
33923,4,0.107471
47442,3,0.089747
17500,8,0.103722
33137,0,0.128486
50005,6,0.112787
33145,9,0.108144
48399,6,0.135442
8757,3,0.076541
51916,3,0.119651
57754,9,0.128913
14457,3,0.092911
19602,3,0.109389
42515,7,0.108365
19099,9,0.110305
47495,5,0.100985
35785,5,0.116050
38352,8,0.126867
45302,9,0.130444
8953,2,0.076484
16355,0,0.139045
33320,1,0.133433
38575,0,0.094164
58707,5,0.096005
44520,3,0.120303
50242,6,0.122518
638,1,0.130002
40126,5,0.107598
56845,7,0.141222
55646,6,0.077320
5046,9,0.085784
12796,4,0.109228
15799,0,0.112058
29707,0,0.104022
45405,4,0.082274
47379,2,0.098834
47476,5,0.098218
1011,2,0.068768
2274,2,0.075823
17504,0,0.103480
29682,2,0.107516
32854,7,0.137296
18350,6,0.120063
24984,9,0.142412
40098,1,0.141444
14178,3,0.111636
48980,7,0.136010
8128,9,0.138367
29397,1,0.144801
46012,2,0.111820
8290,0,0.077512
17764,2,0.136460
19702,6,0.102314
20449,2,0.121736
25557,8,0.125130
11430,0,0.106504
46987,3,0.142989
10354,5,0.107218
32613,1,0.143721
46276,1,0.134126
25575,2,0.111741
44538,9,0.127762
7903,5,0.091074
37092,6,0.068354
51521,0,0.084536
29396,0,0.048559
33599,5,0.099575
37170,3,0.119374
8028,5,0.120057
17565,8,0.137719
17815,6,0.104617
21234,5,0.099495
26031,5,0.125576
9094,5,0.114990
31149,2,0.116416
48006,6,0.125252
13798,9,0.140134
18485,4,0.078212
53747,1,0.133976
7475,9,0.112237
28030,5,0.120559
50632,1,0.145321
37634,4,0.128116
59124,8,0.117740
2962,3,0.118378
14181,5,0.118513
18973,2,0.102345
25445,7,0.119333
27428,0,0.062519
9003,9,0.146595
13640,8,0.139073
29555,6,0.130860
11049,6,0.117138
17113,8,0.086963
53822,9,0.115031
6605,8,0.078517
21960,2,0.106130
40536,5,0.107630
15237,8,0.107823
41337,7,0.115758
5093,3,0.098865
20644,1,0.136807
33909,3,0.125689
48436,3,0.067768
1769,6,0.110440
51936,7,0.122113
54301,9,0.133469
12272,6,0.091802
19718,5,0.083994
22313,9,0.143502
24571,2,0.095454
26316,0,0.114062
9935,0,0.075797
26318,1,0.144373
37939,1,0.142573
1973,2,0.109751
23403,7,0.113179
26877,5,0.133630
38601,9,0.090874
54176,4,0.119705
53064,5,0.114587
58632,7,0.138497
3554,2,0.113329
3994,6,0.111175
9284,7,0.140023
49393,1,0.149978
50054,9,0.126852
16082,0,0.088283
41898,1,0.132317
51249,9,0.110104
55260,0,0.074375
30625,0,0.056881
35417,7,0.126021
39699,2,0.110038
54692,7,0.128873
56155,2,0.109698
46844,4,0.142440
57287,7,0.123360
48411,4,0.128856
9778,2,0.068397
11647,4,0.096639
24059,6,0.124004
25468,6,0.085014
36896,6,0.133986
23130,8,0.098341
41700,8,0.125664
58931,5,0.105383
29125,9,0.119622
50279,7,0.116335
43615,4,0.127044
9586,4,0.127419
16625,8,0.107884
35372,7,0.113548
36630,9,0.115388
46998,2,0.083960
26836,1,0.143838
28188,1,0.143464
55631,4,0.113735
557,1,0.140542
31263,9,0.112030
57950,7,0.124883
23431,7,0.137539
31159,5,0.142966
41192,0,0.074554
55306,5,0.106631
53329,0,0.079681
5060,7,0.130836
21507,0,0.065136
24716,0,0.118784
36800,7,0.112510
43635,4,0.109738
20270,8,0.095865
22433,0,0.120712
55925,4,0.119853
56150,1,0.142246
30179,6,0.133575
37992,3,0.124592
38759,7,0.137405
2302,1,0.148526
11791,5,0.130590
36805,5,0.065886
48795,3,0.116581
55685,4,0.131578
59337,0,0.075794
7727,4,0.102236
14121,9,0.115504
21248,1,0.143135
24446,0,0.066412
31287,1,0.147948
35322,7,0.122817
53016,5,0.139937
49963,2,0.103996
51920,9,0.139813
9333,1,0.144929
15826,0,0.053374
30453,9,0.116779
37500,1,0.141370
38183,9,0.103801
7219,8,0.117818
19686,8,0.104557
49892,7,0.117823
56800,4,0.128162
32320,3,0.090716
41942,7,0.105974
42285,3,0.131346
2820,4,0.078631
13240,3,0.095968
19315,2,0.133639
23564,3,0.114742
27045,4,0.114629
48040,0,0.063391
39186,1,0.142389
46524,3,0.123990
52576,1,0.144704
58927,1,0.130820
51667,1,0.147265
59125,7,0.138124
6593,3,0.117945
13448,8,0.083994
18495,7,0.095468
21815,4,0.095146
43405,0,0.065357
7397,3,0.092367
20689,0,0.123977
34203,2,0.050243
16500,5,0.105967
25872,7,0.119016
34485,2,0.134169
47831,1,0.141142
10392,4,0.126855
12042,1,0.131803
19518,1,0.136946
1063,5,0.124352
6775,8,0.117817
19843,7,0.117727
32877,6,0.139597
9198,0,0.057874
18119,9,0.133117
52895,2,0.133558
6250,2,0.084448
9394,1,0.142296
19205,8,0.109946
44978,4,0.101400
9120,9,0.134263
53473,6,0.097724
19616,3,0.129203
21127,6,0.104497
33887,6,0.101784
49483,1,0.137446
51291,0,0.097293
19808,8,0.111258
34888,0,0.084125
50364,8,0.143744
36982,5,0.110988
53523,2,0.092903
15428,1,0.137437
28675,9,0.132789
36093,4,0.124032
56439,7,0.138738
57094,8,0.123692
15810,1,0.131925
23798,2,0.074313
30685,1,0.154280
39324,2,0.111893
237,5,0.105056
1331,2,0.138808
54288,7,0.146384
7828,2,0.091271
9068,0,0.101257
33584,3,0.095031
10472,0,0.070614
23149,6,0.103655
12856,6,0.132398
39126,3,0.084997
39531,8,0.124311
42047,5,0.142510
43506,6,0.127705
19124,4,0.138071
56900,6,0.126427
26,2,0.078773
126,8,0.133778
9811,9,0.087684
14863,5,0.114960
42312,9,0.146421
53232,3,0.117026
24100,3,0.137863
31583,3,0.107433
4114,5,0.114118
21537,2,0.123679
33553,4,0.116682
35380,3,0.072371
42873,8,0.126549
2296,6,0.134745
6474,6,0.118436
35788,5,0.118266
42862,2,0.087151
46832,9,0.100546
2835,3,0.146017
35752,8,0.097667
9350,8,0.126260
41032,1,0.147440
45445,1,0.146264
56371,5,0.105763
17720,7,0.127617
20090,8,0.080090
48322,3,0.116483
31537,4,0.099582
45608,5,0.095453
49498,0,0.088406
57296,9,0.095161
31799,9,0.140082
2673,8,0.109404
14766,3,0.056657
20389,0,0.082142
28739,1,0.149288
28941,8,0.119895
8764,0,0.066217
36533,1,0.147836
56154,6,0.106119
2182,4,0.122353
40690,8,0.130752
57323,1,0.146912
13619,8,0.122437
28734,6,0.134599
41721,3,0.117598
59534,7,0.136520
30721,3,0.109750
43002,9,0.144208
49128,4,0.104800
1276,4,0.105537
12609,2,0.119964
16822,6,0.083327
22704,8,0.130151
25610,2,0.076576
51868,1,0.145171
24317,4,0.148093
27025,8,0.095805
35764,9,0.128959
50756,3,0.118277
11156,3,0.091999
24614,9,0.128993
54865,1,0.150298
16965,8,0.120796
25100,9,0.131836
30158,6,0.088992
35807,3,0.100740
42688,5,0.090033
47046,6,0.111208
58291,5,0.123832
13572,7,0.107650
26042,7,0.111944
35005,9,0.107459
35365,8,0.090894
39927,8,0.124601
58790,1,0.143191
6273,9,0.130596
29464,7,0.109392
32104,8,0.117636
35543,3,0.131624
44110,1,0.117155
41954,9,0.116862
52846,9,0.138770
16120,0,0.061255
42165,7,0.122801
42565,9,0.116835
45014,6,0.128947
25829,9,0.140561
28147,4,0.132202
48928,9,0.127014
14896,9,0.120827
52559,0,0.106115
58450,3,0.134995
28509,6,0.133804
38242,3,0.103958
50863,0,0.067773
36128,2,0.087272
3768,6,0.072400
15456,8,0.133636
19443,3,0.116286
21072,1,0.140438
29230,8,0.101794
5172,2,0.105276
13120,7,0.082316
32230,1,0.133537
3363,2,0.057026
23833,5,0.119521
26821,0,0.048214
32721,5,0.120460
47683,7,0.122830
13062,2,0.071115
59403,8,0.099342
715,2,0.120225
27364,6,0.122568
45722,0,0.077674
33252,8,0.100027
38902,2,0.088433
45313,3,0.120071
5518,6,0.113856
11173,0,0.093270
41182,2,0.088553
57722,4,0.137888
2633,3,0.131155
22623,5,0.130268
38072,5,0.127647
26792,8,0.111366
51002,2,0.100214
23547,5,0.114340
32429,7,0.137381
43048,2,0.126386
43930,4,0.145326
3892,8,0.134283
4140,8,0.129594
22985,7,0.143249
23323,3,0.096755
26812,7,0.131788
9716,2,0.100865
21688,1,0.143769
5402,4,0.119896
34241,4,0.132021
34301,9,0.147512
52021,1,0.147427
8833,4,0.137979
20293,0,0.123778
28995,5,0.124819
29847,9,0.151005
49132,1,0.127756
6227,1,0.141264
23133,1,0.142144
26250,4,0.134897
27538,2,0.092815
13395,5,0.137013
36235,7,0.098694
40414,2,0.093872
50046,3,0.121110
58743,9,0.139170
6386,5,0.108612
10184,9,0.119667
33433,3,0.130848
38123,4,0.117556
3538,6,0.107554
39963,5,0.123500
46752,0,0.114455
17463,0,0.036640
19558,8,0.091308
2059,0,0.101398
6825,7,0.110293
26293,0,0.090551
33623,5,0.115663
4845,5,0.136489
8381,4,0.131063
11354,9,0.137453
11440,1,0.140427
53889,4,0.134731
57962,1,0.148184
996,7,0.096812
37602,2,0.048511
43738,4,0.105864
59504,6,0.090120
4777,0,0.126071
6079,9,0.125219
12743,7,0.089970
15675,6,0.125119
41976,6,0.105926
21863,6,0.082755
27537,6,0.117429
32004,6,0.112778
43607,8,0.131377
20299,1,0.149277
49221,0,0.122020
20100,3,0.097022
40891,9,0.138954
45041,7,0.132684
57981,7,0.086579
4853,0,0.074507
10377,1,0.147498
11262,6,0.107045
23995,2,0.132382
53912,7,0.076806
26145,1,0.142869
5516,5,0.099316
23929,5,0.105865
36903,7,0.138397
53380,9,0.118439
55577,0,0.064330
1878,0,0.106149
4758,4,0.074825
8483,8,0.124950
14536,3,0.125396
30089,0,0.082251
2152,1,0.145056
38561,2,0.129925
45395,4,0.117979
31170,1,0.138544
35318,3,0.119019
54742,8,0.094357
57384,5,0.099548
8797,4,0.131820
26965,7,0.136442
56125,0,0.096698
34729,3,0.129968
36216,1,0.139690
39941,5,0.139443
48932,1,0.143503
53639,5,0.061482
391,2,0.119131
7679,3,0.137025
23055,7,0.137423
23426,3,0.087630
42680,8,0.073652
52859,6,0.097758
52994,0,0.056061
14760,1,0.145220
21469,3,0.140581
24022,5,0.116473
45156,5,0.107620
51243,8,0.121169
18299,5,0.101294
20801,3,0.126705
21541,9,0.122486
38429,4,0.142119
56406,6,0.124210
59334,2,0.115851
14446,0,0.054499
37491,4,0.127075
46896,5,0.117770
47134,6,0.100842
56095,4,0.109711
8905,1,0.111802
26714,0,0.069221
56629,8,0.130612
6233,1,0.145461
46369,8,0.048907
57127,4,0.117287
37777,8,0.131352
53939,3,0.128231
22323,3,0.124210
39480,8,0.108819
56775,9,0.141176
57637,9,0.121427
57737,8,0.094156
1433,3,0.086319
10075,3,0.089660
27711,9,0.139185
52161,3,0.103954
53376,1,0.145557
1033,5,0.117024
3882,0,0.059411
15030,9,0.130046
22613,2,0.123460
26588,1,0.145479
2654,7,0.119946
6178,5,0.098820
34229,2,0.097979
40557,2,0.095245
43928,1,0.147439
54259,3,0.109456
57297,0,0.080482
7105,6,0.084070
12815,3,0.132423
34414,6,0.117611
43198,1,0.139070
43702,0,0.063793
7835,1,0.142322
17695,4,0.137527
12361,0,0.118067
22205,3,0.077883
37589,2,0.100519
351,9,0.132565
41587,6,0.140585
57879,2,0.089313
7183,8,0.127267
30043,5,0.118592
38602,4,0.116085
12849,8,0.118144
36035,8,0.133537
37624,4,0.130123
48521,4,0.133953
33632,8,0.117106
44836,7,0.120444
53770,5,0.113319
930,9,0.119064
11579,4,0.112591
27188,1,0.148310
30006,4,0.128733
31040,8,0.128684
32481,8,0.057672
9089,8,0.116349
27291,0,0.099259
33181,2,0.083235
15571,7,0.128485
20468,4,0.132575
25812,4,0.127115
32689,3,0.097568
586,4,0.136832
37520,4,0.133297
43907,4,0.127017
22280,7,0.127586
35165,5,0.139857
37840,1,0.123309
58047,8,0.084244
13855,0,0.125772
14517,1,0.143883
15034,8,0.093400
28917,3,0.139326
41127,0,0.120893
37997,3,0.130512
52032,1,0.148190
57473,3,0.112920
7855,4,0.127810
24093,9,0.134490
31086,7,0.104061
44059,3,0.140781
48244,8,0.115434
11011,3,0.113494
20222,6,0.098780
46145,0,0.121313
50838,3,0.119442
7023,1,0.140897
8060,9,0.100667
15052,6,0.138061
15976,5,0.126741
25167,0,0.091333
28958,3,0.040793
39385,3,0.127598
43400,6,0.104832
39147,2,0.085095
44168,4,0.107449
20762,2,0.075567
24707,0,0.056286
28944,6,0.089438
58371,6,0.133934
16712,7,0.114618
17984,9,0.131613
20941,6,0.119699
25174,4,0.142119
54788,8,0.105301
25676,5,0.114193
35390,1,0.139897
11902,1,0.144813
25076,5,0.113193
31016,0,0.094109
36084,9,0.142165
1910,1,0.133558
57013,6,0.126543
12192,6,0.129467
17748,5,0.129355
35014,9,0.133267
5245,0,0.089564
54172,4,0.102642
54802,4,0.136724
11241,0,0.088390
12133,1,0.148080
41786,6,0.146082
48849,1,0.141550
53583,4,0.138129
55507,5,0.107417
5306,1,0.121851
22163,3,0.122626
39174,1,0.137177
3045,9,0.122974
8939,5,0.120750
34482,3,0.069011
49837,9,0.121582
1125,2,0.116465
8916,8,0.132256
17332,1,0.128964
46620,2,0.054691
50308,8,0.095267
43478,2,0.087346
51490,7,0.066836
52688,7,0.142323
42593,7,0.139571
44547,3,0.053483
31069,2,0.128292
31480,8,0.128452
39241,3,0.130060
1483,5,0.128370
9996,5,0.105424
14773,8,0.120688
15333,3,0.130440
23451,6,0.138534
49456,5,0.125702
20664,6,0.140121
54845,0,0.127930
3058,3,0.122523
16215,4,0.120625
18964,1,0.143126
42694,2,0.097765
44111,4,0.083261
1681,1,0.146206
12388,0,0.059022
43385,7,0.093464
53563,0,0.106425
59837,1,0.136248
14919,5,0.115501
15794,3,0.123168
36366,7,0.121988
42743,4,0.137350
696,3,0.112413
5705,9,0.143946
29975,1,0.150846
46417,1,0.150607
50562,1,0.143747
18705,6,0.140456
27217,5,0.132663
49719,6,0.134265
13365,6,0.135011
18620,8,0.129873
24279,3,0.130934
35161,9,0.146149
35359,9,0.115412
41242,5,0.124421
42997,6,0.113770
46384,6,0.131803
58644,8,0.134829
25199,5,0.110063
38567,8,0.120596
51917,7,0.116873
292,3,0.115007
8101,6,0.128875
12029,4,0.113024
18221,6,0.141646
22957,1,0.144247
37859,4,0.080134
46233,4,0.083595
2006,6,0.093935
12043,1,0.151945
13211,6,0.129532
20133,1,0.155553
21687,9,0.098228
20893,6,0.127391
37930,5,0.114725
46877,8,0.121116
11656,2,0.100379
26872,3,0.092783
43967,9,0.139029
50773,1,0.151577
58527,7,0.121183
18472,0,0.094441
22104,3,0.070849
43409,7,0.131981
56147,4,0.140187
12738,7,0.137879
29050,5,0.141637
56059,7,0.099727
50370,3,0.114038
10674,2,0.094386
12383,1,0.152112
35036,2,0.108626
39216,3,0.090538
46229,3,0.112590
45070,4,0.093485
8420,5,0.111121
14329,6,0.139678
20308,9,0.125487
33521,6,0.100882
39450,7,0.107681
6917,8,0.128384
13764,9,0.135219
27252,8,0.115725
10703,7,0.128781
30420,9,0.119446
43053,7,0.113718
4742,6,0.068556
25694,7,0.135548
34434,6,0.113760
1650,2,0.074289
11401,7,0.144215
14791,9,0.066343
19539,8,0.116684
12037,4,0.097683
14535,5,0.044977
24026,7,0.124773
24769,8,0.121731
20268,9,0.131939
45622,9,0.111139
20773,1,0.146588
33364,0,0.086227
44946,8,0.122737
45983,4,0.066845
46180,9,0.115101
58841,4,0.130204
59226,0,0.091104
13461,5,0.100100
38558,7,0.106567
13801,5,0.113594
15770,3,0.123453
50268,4,0.104420
10462,7,0.113333
12285,5,0.142887
28091,1,0.134018
53902,2,0.071557
58555,6,0.144479
10694,4,0.119407
58184,3,0.099230
26469,2,0.085973
36773,6,0.131259
55179,4,0.097378
15509,0,0.123157
18712,8,0.124898
5878,6,0.127122
23031,1,0.150372
23970,7,0.129792
48275,0,0.065369
50276,6,0.123896
20009,4,0.136744
49210,7,0.120529
58294,8,0.115972
451,1,0.144840
7000,9,0.117026
20902,9,0.130072
31013,1,0.145642
46796,4,0.120753
10235,6,0.084733
30823,6,0.130086
33855,3,0.094508
39718,1,0.142869
14224,3,0.097918
17916,5,0.106140
52606,9,0.136266
338,7,0.114333
14168,6,0.092424
18731,4,0.127850
23466,6,0.115462
49889,1,0.147432
591,4,0.137364
30744,8,0.137387
29501,2,0.105344
30163,8,0.101412
32328,7,0.122781
37727,5,0.064314
1488,4,0.119637
16198,7,0.127765
31916,8,0.102017
41926,4,0.124364
18688,3,0.072764
32682,7,0.127098
39291,3,0.127100
56754,9,0.129387
59842,6,0.129389
8596,1,0.130801
39477,2,0.099084
54162,2,0.114592
11609,1,0.139627
19490,8,0.110219
53009,2,0.103954
59129,8,0.100898
9317,6,0.137190
13185,0,0.097144
33787,3,0.114896
51192,6,0.079627
9718,0,0.051105
24195,9,0.127413
21763,6,0.116786
42481,5,0.124143
19612,7,0.112907
29640,6,0.122128
31140,8,0.131324
35749,4,0.126698
37233,1,0.148214
14885,9,0.123061
7637,8,0.139212
24036,2,0.099713
50220,1,0.143472
57986,4,0.036695
26632,9,0.138219
44563,7,0.072507
53181,1,0.143750
54424,8,0.127181
8561,4,0.134543
11834,0,0.104401
16318,6,0.116391
29418,8,0.128375
32961,3,0.090659
4217,0,0.054497
26834,9,0.098041
57149,9,0.070844
2930,7,0.132070
12379,8,0.124691
16524,0,0.070923
29732,9,0.143021
37583,5,0.142204
54089,3,0.139680
54972,7,0.134797
27992,6,0.105796
34057,2,0.080062
7271,5,0.128129
23479,4,0.113210
22415,2,0.129290
28277,3,0.134343
42717,1,0.142634
17996,2,0.069032
24297,4,0.086236
45865,9,0.105534
6180,0,0.046711
46613,5,0.128271
55126,9,0.134944
58676,1,0.146129
19334,3,0.078831
19749,9,0.094198
32265,2,0.104428
43129,1,0.147138
26783,2,0.095477
14351,3,0.113678
22966,8,0.084313
52801,9,0.091773
37601,8,0.120130
49578,6,0.120489
51014,8,0.108212
13560,8,0.070343
25947,9,0.132841
28381,3,0.111784
31401,9,0.100209
35284,9,0.136340
51270,6,0.123182
56773,1,0.147185
23551,5,0.118294
24511,0,0.070484
27280,3,0.098717
31721,3,0.143704
59595,9,0.138763
201,1,0.140859
12052,9,0.121573
54540,6,0.083454
47319,4,0.121499
47526,8,0.084807
56699,4,0.074583
6020,9,0.114810
14212,8,0.084631
15717,1,0.146145
24947,9,0.129244
34431,4,0.128495
9336,3,0.088701
19127,9,0.115147
26494,5,0.077032
18529,3,0.062012
41442,8,0.119675
2686,8,0.094475
5426,1,0.125314
44095,0,0.073710
49293,1,0.148475
18398,3,0.116432
19523,4,0.117344
8620,8,0.104496
13113,1,0.149165
39100,3,0.108464
57974,1,0.145016
5877,1,0.121266
17454,5,0.125186
25891,8,0.131327
27679,8,0.098077
53420,3,0.102719
1470,3,0.091667
17526,7,0.115144
21444,2,0.087960
41704,6,0.139859
6584,8,0.131720
25710,8,0.129697
32344,5,0.102073
52544,3,0.117341
42644,9,0.125114
50568,4,0.122609
9733,8,0.119815
19634,3,0.114228
23721,6,0.120995
27849,9,0.125983
41415,7,0.117598
16320,7,0.133387
35620,8,0.084947
47468,2,0.099087
47950,5,0.123313
8951,4,0.122533
14287,3,0.116478
57935,4,0.142663
19254,8,0.062585
27398,9,0.124874
41082,9,0.135730
18564,0,0.069288
36752,8,0.092947
38195,5,0.117992
53043,3,0.110733
58718,9,0.142167
18724,5,0.112948
47041,9,0.137067
48971,4,0.049551
50292,0,0.068604
58868,4,0.090113
13439,3,0.126348
17157,5,0.093270
4594,4,0.114065
11663,8,0.143987
29746,8,0.123660
56687,0,0.055993
2397,0,0.064650
10612,8,0.132808
32335,1,0.140043
36620,4,0.117595
2157,6,0.095767
27220,7,0.092856
35634,7,0.125850
11737,7,0.131580
26061,9,0.135736
55745,7,0.133634
59230,3,0.100102
9964,0,0.075337
12510,6,0.095960
17865,3,0.116310
23966,7,0.121923
48693,6,0.143092
50755,9,0.139541
2590,4,0.126056
20771,2,0.091235
8881,3,0.135327
16262,9,0.136992
23399,8,0.125389
43122,8,0.140861
41752,8,0.126263
59665,7,0.120730
1289,5,0.130027
13194,3,0.131724
48216,4,0.136401
52093,7,0.099188
59919,0,0.102042
38413,0,0.072066
43232,4,0.108102
39458,0,0.064356
57781,1,0.146695
58669,0,0.116807
33345,3,0.112726
