idx,label,iForestAnomalyScore,rForestNormalizedScore
31357,0,0.145190,0.565559
31358,1,0.156218,0.752222
31359,9,0.149233,0.656779
31360,4,0.147249,0.685246
31361,2,0.114146,0.338623
31362,0,0.095623,0.329001
31363,7,0.141445,0.598571
31364,6,0.135569,0.610539
31365,9,0.121162,0.398388
31366,1,0.157660,0.841572
31367,1,0.148467,0.579156
31368,0,0.098626,0.350517
31369,6,0.086175,0.232461
31370,0,0.103318,0.353306
31371,1,0.151200,0.702546
31372,6,0.144472,0.584390
31373,2,0.131226,0.417743
31374,2,0.139181,0.560291
31375,7,0.129898,0.541662
31376,1,0.154377,0.815116
31377,9,0.131177,0.523904
31378,1,0.156783,0.896155
31379,4,0.151478,0.675295
31380,3,0.131689,0.529797
31381,8,0.134210,0.480405
31382,2,0.126673,0.404441
31383,7,0.123293,0.545211
31384,7,0.123966,0.547978
31385,1,0.152060,0.849681
31386,7,0.146637,0.700424
31387,1,0.144325,0.724612
31388,7,0.140468,0.637716
31389,2,0.092694,0.297005
31390,0,0.104961,0.327953
31391,8,0.149602,0.642286
31392,7,0.121146,0.425727
31393,0,0.080886,0.322913
31394,0,0.105620,0.363601
31395,9,0.140293,0.618019
31396,3,0.136960,0.488313
31397,7,0.125902,0.437278
31398,6,0.135078,0.507710
31399,7,0.110258,0.442963
31400,8,0.122735,0.472215
31401,9,0.108355,0.364849
31402,2,0.099732,0.307733
31403,5,0.063764,0.169272
31404,4,0.122776,0.554984
31405,3,0.137769,0.449533
31406,9,0.139679,0.582052
31407,1,0.152176,0.828044
31408,4,0.115465,0.425546
31409,7,0.137098,0.516020
31410,3,0.117555,0.346148
31411,0,0.066883,0.177989
31412,6,0.133896,0.479684
31413,4,0.116589,0.436483
31414,5,0.134380,0.544197
31415,8,0.071125,0.169899
31416,5,0.129098,0.587452
31417,4,0.139023,0.598972
31418,9,0.107527,0.356404
31419,5,0.120269,0.424757
31420,4,0.136391,0.522039
31421,1,0.157621,0.975446
31422,1,0.118911,0.490641
31423,2,0.120356,0.392841
31424,7,0.107719,0.342109
31425,5,0.130439,0.484580
31426,0,0.100476,0.334436
31427,9,0.141564,0.655510
31428,1,0.158519,0.839568
31429,3,0.140417,0.551821
31430,2,0.115393,0.377820
31431,0,0.038134,0.172981
31432,3,0.142409,0.599853
31433,1,0.158942,0.964479
31434,4,0.139477,0.603922
31435,5,0.102205,0.348477
31436,5,0.110356,0.401412
31437,4,0.111620,0.386602
31438,6,0.112285,0.424114
31439,4,0.123064,0.453826
31440,7,0.136013,0.582738
31441,8,0.088744,0.230032
31442,8,0.138362,0.632977
31443,5,0.134176,0.516138
31444,9,0.146594,0.621196
31445,8,0.119463,0.469368
31446,0,0.084445,0.269483
31447,3,0.133741,0.453535
31448,1,0.152001,0.862661
31449,4,0.149043,0.655594
31450,2,0.122671,0.382231
31451,3,0.152150,0.632700
31452,3,0.115473,0.390264
31453,3,0.120526,0.458623
31454,4,0.150341,0.716020
31455,2,0.101555,0.313629
31456,5,0.137017,0.506890
31457,9,0.067690,0.150154
31458,6,0.143456,0.625101
31459,4,0.143900,0.588479
31460,7,0.138788,0.603142
31461,7,0.126382,0.456430
31462,8,0.147858,0.613925
31463,2,0.096503,0.324372
31464,0,0.142105,0.507696
31465,6,0.120846,0.445357
31466,1,0.151513,0.737699
31467,0,0.102308,0.364563
31468,2,0.124581,0.463034
31469,8,0.140753,0.497648
31470,3,0.123668,0.453523
31471,0,0.127952,0.428630
31472,4,0.136686,0.640023
31473,5,0.139028,0.580171
31474,5,0.121910,0.477517
31475,8,0.098524,0.295538
31476,6,0.145934,0.611960
31477,0,0.030503,0.127453
31478,7,0.126778,0.466738
31479,1,0.157496,0.909143
31480,8,0.141714,0.510373
31481,9,0.076090,0.244418
31482,6,0.124472,0.467904
31483,3,0.127332,0.422988
31484,2,0.126821,0.412389
31485,4,0.135000,0.518785
31486,7,0.078143,0.192561
31487,8,0.092268,0.318063
31488,1,0.157978,0.851164
31489,3,0.129431,0.482923
31490,5,0.121473,0.467934
31491,0,0.130733,0.481664
31492,6,0.140013,0.548853
31493,2,0.116386,0.446285
31494,2,0.119458,0.416842
31495,1,0.158156,0.966586
31496,5,0.104716,0.346486
31497,5,0.104803,0.371004
31498,0,0.089038,0.266787
31499,1,0.150166,0.881669
31500,5,0.109460,0.402453
31501,6,0.154836,0.684917
31502,4,0.148088,0.669065
31503,0,0.098682,0.322075
31504,2,0.134553,0.532905
31505,3,0.111581,0.439253
31506,0,0.127123,0.484447
31507,2,0.125031,0.454334
31508,8,0.146234,0.574022
31509,2,0.109619,0.329234
31510,0,0.104810,0.333872
31511,7,0.088520,0.273486
31512,1,0.150460,0.698479
31513,2,0.135918,0.458316
31514,2,0.102150,0.338455
31515,4,0.080722,0.232351
31516,3,0.100601,0.337681
31517,6,0.147388,0.656516
31518,4,0.137358,0.542803
31519,0,0.055741,0.131278
31520,5,0.128778,0.524623
31521,5,0.115103,0.436914
31522,6,0.143841,0.617989
31523,4,0.139912,0.582710
31524,7,0.152453,0.737956
31525,9,0.129215,0.491943
31526,8,0.146135,0.543273
31527,1,0.156313,0.872312
31528,7,0.132076,0.534551
31529,8,0.147424,0.594054
31530,1,0.156585,0.916903
31531,8,0.100180,0.264694
31532,7,0.142460,0.592316
31533,9,0.152742,0.785400
31534,7,0.143648,0.650994
31535,1,0.156213,0.904330
31536,0,0.121550,0.474268
31537,4,0.110658,0.384288
31538,1,0.157188,0.817542
31539,3,0.130622,0.538224
31540,4,0.133947,0.594901
31541,8,0.143516,0.566187
31542,4,0.110372,0.360435
31543,7,0.153763,0.789157
31544,4,0.094407,0.346052
31545,3,0.143257,0.620546
31546,5,0.084610,0.236460
31547,2,0.141562,0.523133
31548,7,0.124833,0.379898
31549,3,0.139149,0.660808
31550,4,0.101360,0.339335
31551,7,0.144466,0.702701
31552,9,0.142117,0.541726
31553,4,0.154915,0.743986
31554,7,0.152947,0.702984
31555,5,0.104404,0.308776
31556,2,0.094590,0.285223
31557,1,0.154512,0.763368
31558,6,0.131339,0.477246
31559,7,0.139672,0.576422
31560,3,0.101088,0.324973
31561,7,0.125051,0.446002
31562,9,0.156618,0.739028
31563,3,0.086913,0.299282
31564,4,0.127964,0.520443
31565,3,0.088337,0.271392
31566,9,0.125335,0.466630
31567,9,0.133502,0.586918
31568,0,0.107668,0.334782
31569,6,0.128008,0.441817
31570,8,0.119052,0.439270
31571,1,0.155036,0.845404
31572,7,0.155891,0.688935
31573,6,0.132498,0.589593
31574,9,0.146764,0.648959
31575,4,0.135824,0.546451
31576,0,0.098116,0.282556
31577,7,0.130747,0.440416
31578,6,0.133234,0.433571
31579,1,0.156037,0.845466
31580,3,0.125357,0.437269
31581,4,0.094522,0.296479
31582,0,0.082060,0.327301
31583,3,0.129376,0.481646
31584,4,0.137434,0.569384
31585,5,0.103512,0.349683
31586,6,0.126123,0.470202
31587,6,0.131409,0.588268
31588,3,0.134225,0.565525
31589,6,0.146214,0.620523
31590,7,0.135653,0.573982
31591,5,0.130189,0.514687
31592,8,0.120594,0.395221
31593,1,0.152542,0.796511
31594,9,0.144620,0.625025
31595,7,0.121489,0.444472
31596,3,0.111262,0.415114
31597,3,0.138082,0.451017
31598,1,0.136109,0.553387
31599,4,0.114612,0.431464
31600,8,0.144308,0.594466
31601,8,0.089822,0.276007
31602,4,0.147286,0.699246
31603,3,0.143025,0.600945
31604,2,0.115747,0.434790
31605,0,0.097895,0.278574
31606,9,0.150874,0.705749
31607,6,0.102331,0.267823
31608,8,0.137241,0.486350
31609,2,0.110426,0.365811
31610,2,0.132839,0.414849
31611,3,0.131023,0.566003
31612,8,0.115954,0.403124
31613,6,0.139669,0.613986
31614,6,0.130514,0.469123
31615,7,0.133059,0.586998
31616,5,0.127184,0.425160
31617,2,0.071415,0.223549
31618,2,0.118686,0.454451
31619,5,0.141915,0.606204
31620,6,0.134407,0.541473
31621,6,0.139492,0.625012
31622,9,0.150884,0.708800
31623,8,0.136041,0.552304
31624,6,0.134141,0.514750
31625,9,0.029460,0.090963
31626,0,0.072373,0.270155
31627,6,0.103560,0.314443
31628,3,0.139909,0.657732
31629,0,0.141555,0.616905
31630,6,0.139608,0.538513
31631,8,0.144810,0.558975
31632,3,0.124668,0.447280
31633,4,0.150801,0.672928
31634,1,0.156960,0.867678
31635,2,0.097457,0.274189
31636,2,0.126961,0.396910
31637,3,0.136615,0.513740
31638,5,0.102902,0.393836
31639,2,0.125840,0.464366
31640,0,0.069855,0.276312
31641,1,0.153839,0.872310
31642,3,0.133685,0.490277
31643,1,0.156322,0.904333
31644,7,0.148791,0.637716
31645,5,0.145602,0.578278
31646,6,0.134436,0.582345
31647,6,0.054841,0.146377
31648,1,0.145618,0.681078
31649,7,0.110071,0.358491
31650,5,0.143936,0.602557
31651,5,0.090787,0.260473
31652,5,0.103628,0.371223
31653,9,0.146218,0.759523
31654,9,0.147225,0.666577
31655,6,0.073242,0.158942
31656,8,0.123591,0.470749
31657,8,0.108242,0.319337
31658,0,0.110303,0.422968
31659,2,0.135710,0.538209
31660,9,0.142134,0.651202
31661,4,0.126714,0.532414
31662,0,0.053835,0.161801
31663,2,0.144037,0.567079
31664,1,0.151887,0.811768
31665,3,0.121582,0.439832
31666,2,0.091428,0.325429
31667,2,0.114653,0.311342
31668,3,0.115198,0.352706
31669,4,0.113543,0.405721
31670,4,0.140357,0.532262
31671,6,0.134300,0.549692
31672,7,0.136810,0.635359
31673,6,0.133754,0.423359
31674,8,0.125394,0.421547
31675,7,0.133085,0.516202
31676,9,0.144191,0.629120
31677,9,0.149840,0.686206
31678,0,0.077818,0.156311
31679,7,0.143866,0.607177
31680,1,0.153557,0.890665
31681,3,0.123348,0.476192
31682,2,0.115506,0.369137
31683,5,0.138780,0.600801
31684,0,0.057460,0.093238
31685,7,0.148177,0.603214
31686,1,0.155989,0.830483
31687,6,0.107821,0.362633
31688,5,0.106479,0.282212
31689,2,0.064483,0.209089
31690,1,0.156387,0.874275
31691,7,0.136055,0.615604
31692,3,0.129194,0.505053
31693,4,0.137055,0.526747
31694,9,0.138524,0.485399
31695,5,0.138420,0.555536
31696,0,0.059088,0.158379
31697,2,0.107782,0.402865
31698,9,0.141828,0.574331
31699,7,0.138667,0.493463
31700,7,0.102746,0.283730
31701,9,0.137836,0.634988
31702,1,0.156209,0.881719
31703,5,0.145560,0.637431
31704,3,0.105891,0.334886
31705,8,0.116710,0.326422
31706,6,0.135415,0.526157
31707,8,0.089335,0.255878
31708,9,0.150443,0.710483
31709,6,0.153219,0.626471
31710,2,0.112239,0.379229
31711,8,0.117811,0.318801
31712,4,0.113740,0.425528
31713,7,0.090559,0.208488
31714,7,0.144558,0.736250
31715,6,0.115657,0.366483
31716,7,0.146909,0.700358
31717,0,0.072724,0.218026
31718,4,0.112334,0.429912
31719,1,0.157860,0.962643
31720,3,0.112774,0.336770
31721,3,0.147654,0.747109
31722,8,0.129861,0.483028
31723,3,0.133230,0.543716
31724,3,0.124347,0.466914
31725,3,0.129740,0.455783
31726,7,0.148761,0.718038
31727,8,0.107727,0.324595
31728,1,0.137840,0.567750
31729,4,0.094394,0.292368
31730,1,0.153711,0.827506
31731,7,0.133690,0.616170
31732,7,0.133035,0.583094
31733,8,0.129253,0.473531
31734,9,0.132345,0.433464
31735,5,0.125194,0.336043
31736,3,0.096965,0.342973
31737,6,0.081194,0.276193
31738,9,0.119637,0.367264
31739,8,0.126740,0.407400
31740,1,0.140746,0.690903
31741,2,0.113191,0.396336
31742,6,0.114596,0.362079
31743,7,0.123410,0.417017
31744,4,0.136663,0.549784
31745,9,0.054488,0.170848
31746,3,0.098753,0.166296
31747,5,0.123646,0.473988
31748,9,0.141326,0.674538
31749,3,0.130574,0.486953
31750,8,0.137121,0.493999
31751,4,0.095403,0.299053
31752,1,0.154231,0.861873
31753,6,0.134094,0.477872
31754,0,0.120494,0.421878
31755,6,0.123132,0.491731
31756,1,0.148889,0.805594
31757,5,0.126606,0.436775
31758,2,0.110331,0.340798
31759,8,0.098138,0.288181
31760,3,0.126342,0.506668
31761,8,0.109650,0.385068
31762,4,0.139937,0.478708
31763,1,0.151166,0.843482
31764,5,0.085448,0.209392
31765,1,0.155170,0.869556
31766,8,0.117281,0.379148
31767,1,0.155583,0.863236
31768,9,0.141229,0.533384
31769,5,0.124597,0.499454
31770,0,0.114672,0.396167
31771,8,0.149201,0.559037
31772,1,0.150243,0.787652
31773,5,0.122262,0.450692
31774,2,0.119516,0.469095
31775,4,0.125256,0.497579
31776,3,0.132442,0.442604
31777,4,0.066788,0.260939
31778,4,0.121236,0.341613
31779,0,0.096643,0.354992
31780,5,0.085914,0.257256
31781,1,0.151838,0.828445
31782,8,0.112418,0.352191
31783,5,0.122503,0.411000
31784,9,0.114999,0.428376
31785,1,0.152877,0.858738
31786,0,0.104211,0.364630
31787,9,0.123503,0.454860
31788,1,0.144743,0.740814
31789,3,0.137754,0.561643
31790,2,0.099795,0.343898
31791,4,0.088224,0.336662
31792,3,0.122078,0.400765
31793,7,0.140271,0.578047
31794,4,0.135884,0.506074
31795,2,0.118866,0.397510
31796,5,0.090230,0.293286
31797,7,0.099892,0.308913
31798,6,0.111420,0.335226
31799,9,0.147012,0.707400
31800,7,0.100780,0.345192
31801,8,0.122600,0.459769
31802,8,0.103673,0.287954
31803,2,0.134330,0.546697
31804,9,0.140728,0.537387
31805,7,0.126092,0.465681
31806,3,0.128796,0.528215
31807,6,0.107312,0.283490
31808,2,0.099794,0.257594
31809,0,0.109626,0.355623
31810,9,0.139715,0.529419
31811,8,0.089701,0.307705
31812,3,0.124569,0.467704
31813,7,0.130362,0.498390
31814,2,0.071843,0.184470
31815,4,0.111229,0.381740
31816,1,0.147248,0.767369
31817,8,0.136252,0.574432
31818,4,0.126191,0.450771
31819,9,0.098052,0.388806
31820,5,0.089779,0.287744
31821,5,0.126897,0.425920
31822,5,0.103300,0.300041
31823,9,0.122998,0.478715
31824,2,0.120434,0.442768
31825,7,0.121014,0.513740
31826,3,0.102790,0.308159
31827,7,0.114114,0.442780
31828,2,0.059618,0.197964
31829,9,0.143272,0.682533
31830,1,0.156827,0.851409
31831,0,0.121341,0.415917
31832,3,0.101130,0.301089
31833,8,0.123614,0.404255
31834,9,0.123546,0.476498
31835,9,0.138588,0.592505
31836,7,0.111562,0.369995
31837,0,0.100786,0.372270
31838,2,0.110988,0.328985
31839,5,0.137239,0.503625
31840,1,0.151962,0.860056
31841,9,0.119686,0.428961
31842,9,0.123172,0.434573
31843,9,0.151262,0.703584
31844,1,0.150508,0.835809
31845,7,0.090364,0.330528
31846,8,0.098000,0.294111
31847,1,0.158877,0.877053
31848,8,0.102118,0.311197
31849,1,0.159069,0.896976
31850,7,0.127643,0.581911
31851,7,0.122556,0.506663
31852,8,0.111694,0.406576
31853,2,0.128639,0.480204
31854,1,0.152651,0.847984
31855,9,0.099876,0.330755
31856,0,0.068903,0.194685
31857,6,0.150790,0.720751
31858,0,0.068781,0.155471
31859,4,0.124834,0.429605
31860,6,0.110315,0.376799
31861,4,0.147197,0.636409
31862,7,0.129006,0.555890
31863,1,0.155876,0.864471
31864,5,0.073613,0.158775
31865,1,0.150473,0.839533
31866,0,0.095453,0.259866
31867,9,0.145193,0.560646
31868,6,0.133125,0.458737
31869,3,0.139745,0.590981
31870,1,0.149896,0.817266
31871,1,0.156212,0.928769
31872,1,0.152173,0.814255
31873,4,0.139311,0.639576
31874,2,0.091357,0.249732
31875,2,0.137080,0.424167
31876,5,0.104766,0.327170
31877,9,0.142422,0.641659
31878,0,0.124927,0.398012
31879,9,0.093168,0.261072
31880,7,0.138468,0.545892
31881,8,0.145188,0.581518
31882,8,0.105581,0.357331
31883,7,0.130721,0.551520
31884,4,0.133968,0.457564
31885,2,0.131794,0.524965
31886,4,0.143524,0.548477
31887,5,0.105850,0.398557
31888,1,0.152554,0.844210
31889,9,0.113831,0.436577
31890,8,0.122308,0.406521
31891,2,0.143161,0.569285
31892,5,0.078738,0.215799
31893,6,0.094002,0.241180
31894,9,0.128933,0.479057
31895,1,0.155776,0.879499
31896,0,0.089556,0.239593
31897,9,0.151377,0.701242
31898,3,0.114899,0.359642
31899,6,0.139988,0.591230
31900,7,0.147771,0.666794
31901,5,0.125965,0.411609
31902,1,0.147785,0.770498
31903,7,0.117242,0.478090
31904,6,0.119090,0.419701
31905,0,0.060678,0.154588
31906,2,0.120170,0.394384
31907,8,0.140314,0.566187
31908,6,0.130701,0.440180
31909,1,0.151786,0.829956
31910,6,0.125656,0.453476
31911,7,0.138054,0.553115
31912,1,0.144920,0.745144
31913,7,0.141671,0.528252
31914,3,0.096906,0.220314
31915,7,0.138747,0.638414
31916,8,0.115868,0.413209
31917,1,0.156443,0.905725
31918,9,0.136961,0.552564
31919,9,0.148999,0.649990
31920,9,0.145671,0.635735
31921,1,0.156589,0.932991
31922,5,0.059621,0.137461
31923,9,0.139341,0.635279
31924,9,0.148091,0.627198
31925,6,0.070296,0.161766
31926,3,0.120971,0.362804
31927,5,0.104115,0.314845
31928,7,0.142885,0.629271
31929,2,0.083252,0.238423
31930,5,0.114356,0.404166
31931,1,0.143063,0.505437
31932,6,0.141425,0.532360
31933,1,0.158424,0.904641
31934,2,0.119652,0.412149
31935,9,0.152120,0.756077
31936,2,0.100879,0.243478
31937,3,0.132148,0.514901
31938,0,0.119715,0.396430
31939,8,0.131975,0.457642
31940,9,0.143588,0.580014
31941,4,0.110619,0.326573
31942,4,0.142008,0.516212
31943,9,0.099382,0.313639
31944,0,0.056382,0.219302
31945,5,0.135831,0.540241
31946,1,0.150889,0.708973
31947,5,0.095495,0.314335
31948,2,0.055182,0.163444
31949,6,0.134933,0.562713
31950,3,0.118891,0.378393
31951,1,0.159135,0.919980
31952,4,0.120902,0.435724
31953,3,0.147067,0.600380
31954,5,0.108633,0.379924
31955,6,0.118120,0.399814
31956,6,0.102401,0.394103
31957,2,0.104280,0.241259
31958,7,0.098527,0.320772
31959,2,0.143860,0.584131
31960,8,0.119457,0.397687
31961,3,0.131441,0.481548
31962,9,0.132407,0.484976
31963,3,0.082519,0.280268
31964,1,0.146959,0.627667
31965,7,0.135157,0.572672
31966,4,0.115816,0.460428
31967,1,0.155734,0.899764
31968,7,0.123557,0.457188
31969,8,0.130031,0.499189
31970,0,0.046198,0.213757
31971,2,0.123943,0.407184
31972,1,0.155104,0.781512
31973,8,0.141379,0.569139
31974,2,0.100993,0.267065
31975,6,0.090729,0.239180
31976,3,0.122778,0.427869
31977,5,0.104430,0.381866
31978,4,0.108953,0.328539
31979,2,0.140304,0.510954
31980,5,0.120888,0.464999
31981,1,0.155575,0.896546
31982,6,0.097581,0.287834
31983,5,0.135574,0.533159
31984,7,0.130637,0.543466
31985,4,0.131775,0.527522
31986,8,0.121377,0.410054
31987,9,0.149969,0.748074
31988,9,0.133958,0.559270
31989,3,0.079450,0.284774
31990,3,0.115619,0.401167
31991,1,0.155467,0.869142
31992,7,0.141939,0.624562
31993,7,0.119306,0.351955
31994,1,0.153897,0.830775
31995,4,0.121650,0.355648
31996,0,0.122069,0.450454
31997,7,0.148133,0.671069
31998,7,0.136798,0.592122
31999,6,0.115540,0.390210
32000,5,0.126510,0.501731
32001,8,0.143798,0.560998
32002,5,0.119854,0.413569
32003,6,0.136602,0.575195
32004,6,0.105080,0.396347
32005,7,0.103436,0.368263
32006,1,0.147419,0.670558
32007,6,0.113744,0.361009
32008,0,0.069382,0.230464
32009,2,0.118795,0.412087
32010,0,0.047329,0.225571
32011,2,0.099976,0.241684
32012,8,0.094919,0.262366
32013,8,0.131694,0.494697
32014,3,0.137558,0.571253
32015,4,0.106603,0.388259
32016,4,0.116547,0.387704
32017,9,0.098202,0.245550
32018,3,0.103259,0.321707
32019,8,0.144864,0.654386
32020,1,0.153934,0.750046
32021,4,0.145802,0.564985
32022,9,0.148635,0.616351
32023,2,0.043411,0.176555
32024,5,0.126658,0.485068
32025,2,0.132195,0.476964
32026,3,0.143471,0.614502
32027,5,0.130130,0.462315
32028,4,0.140371,0.621692
32029,7,0.144484,0.718697
32030,9,0.148444,0.703947
32031,8,0.136094,0.553657
32032,3,0.145873,0.624321
32033,4,0.143899,0.618877
32034,9,0.147134,0.672467
32035,1,0.154477,0.835357
32036,2,0.124872,0.458000
32037,0,0.110574,0.389146
32038,4,0.123655,0.444608
32039,1,0.157149,0.909040
32040,5,0.116186,0.415421
32041,5,0.097899,0.274776
32042,1,0.155673,0.774650
32043,3,0.107567,0.404916
32044,6,0.140253,0.539536
32045,3,0.133963,0.470486
32046,4,0.136455,0.512440
32047,8,0.075398,0.264234
32048,9,0.115927,0.394825
32049,7,0.152699,0.750238
32050,4,0.095471,0.334243
32051,6,0.087590,0.218309
32052,9,0.144418,0.658423
32053,5,0.088963,0.280685
32054,4,0.113464,0.403656
32055,1,0.157245,0.805938
32056,1,0.137643,0.515620
32057,4,0.089716,0.273294
32058,2,0.078833,0.232192
32059,6,0.138379,0.535858
32060,5,0.126865,0.439753
32061,5,0.072679,0.249754
32062,8,0.144358,0.512573
32063,0,0.106723,0.396530
32064,1,0.156437,0.823411
32065,9,0.147104,0.669722
32066,2,0.121817,0.453528
32067,9,0.151915,0.784522
32068,9,0.140190,0.594772
32069,9,0.127655,0.531349
32070,4,0.116063,0.401538
32071,1,0.106238,0.347102
32072,3,0.122732,0.411903
32073,8,0.149254,0.599067
32074,8,0.121026,0.385872
32075,5,0.111397,0.373753
32076,2,0.107235,0.333333
32077,8,0.138403,0.518828
32078,2,0.119376,0.369935
32079,8,0.145326,0.519852
32080,1,0.140630,0.557927
32081,5,0.046162,0.131070
32082,2,0.081794,0.249658
32083,6,0.103992,0.308759
32084,1,0.154482,0.747602
32085,4,0.112025,0.444660
32086,1,0.154006,0.857805
32087,0,0.106380,0.317014
32088,3,0.125623,0.507084
32089,4,0.124028,0.487366
32090,9,0.130126,0.538664
32091,5,0.115410,0.423939
32092,3,0.128597,0.483917
32093,0,0.133380,0.509586
32094,8,0.123456,0.437693
32095,4,0.142874,0.629383
32096,7,0.136705,0.563057
32097,1,0.155420,0.847597
32098,0,0.122810,0.462595
32099,0,0.135830,0.587270
32100,7,0.138522,0.539544
32101,9,0.136109,0.510552
32102,4,0.092468,0.247084
32103,8,0.139817,0.515143
32104,8,0.128100,0.486776
32105,7,0.135057,0.530970
32106,8,0.138120,0.522126
32107,3,0.112269,0.370344
32108,5,0.122919,0.447562
32109,4,0.126297,0.455234
32110,0,0.082345,0.277257
32111,8,0.110799,0.300331
32112,6,0.127368,0.554543
32113,4,0.145061,0.621285
32114,6,0.135215,0.580960
32115,3,0.137864,0.631010
32116,3,0.111150,0.400242
32117,8,0.084185,0.279408
32118,7,0.143948,0.670346
32119,6,0.126143,0.443213
32120,6,0.126692,0.471006
32121,7,0.114886,0.363121
32122,9,0.142659,0.663426
32123,7,0.125364,0.431288
32124,9,0.141614,0.641237
32125,4,0.142470,0.611393
32126,4,0.132370,0.516371
32127,4,0.050689,0.152215
32128,8,0.132801,0.492693
32129,9,0.152208,0.635109
32130,1,0.129707,0.416930
32131,0,0.110474,0.334353
32132,0,0.064771,0.188312
32133,5,0.140710,0.583083
32134,1,0.146047,0.667354
32135,5,0.133442,0.542522
32136,2,0.103757,0.273479
32137,5,0.112151,0.416686
32138,3,0.113391,0.402098
32139,1,0.156850,0.894313
32140,4,0.117023,0.374764
32141,6,0.096748,0.304077
32142,5,0.123279,0.509063
32143,2,0.098098,0.294414
32144,6,0.110612,0.399661
32145,0,0.115398,0.348653
32146,7,0.127656,0.444608
32147,2,0.116868,0.359292
32148,8,0.086573,0.320591
32149,2,0.123559,0.458586
32150,9,0.137372,0.616336
32151,7,0.146652,0.591169
32152,0,0.078465,0.282502
32153,9,0.156071,0.809108
32154,1,0.119273,0.582734
32155,5,0.132638,0.502822
32156,2,0.110651,0.364813
32157,5,0.116010,0.416104
32158,3,0.090291,0.315314
32159,1,0.153680,0.827851
32160,7,0.109696,0.255802
32161,0,0.110811,0.363890
32162,8,0.091829,0.322499
32163,0,0.061844,0.192650
32164,9,0.132821,0.513554
32165,4,0.128087,0.445807
32166,0,0.080236,0.265036
32167,8,0.147416,0.635593
32168,1,0.133369,0.595338
32169,5,0.146816,0.571629
32170,2,0.102094,0.344122
32171,2,0.112342,0.353473
32172,3,0.113011,0.408722
32173,4,0.138340,0.578724
32174,7,0.118817,0.391799
32175,7,0.139636,0.596523
32176,8,0.098810,0.346466
32177,3,0.127890,0.525889
32178,9,0.134175,0.556092
32179,4,0.132862,0.551414
32180,1,0.158089,0.870325
32181,6,0.140144,0.560512
32182,8,0.141731,0.538856
32183,4,0.104976,0.357750
32184,6,0.142345,0.561004
32185,0,0.105224,0.333053
32186,7,0.143178,0.580490
32187,4,0.125980,0.500431
32188,1,0.130705,0.536270
32189,4,0.133723,0.530538
32190,1,0.135818,0.653188
32191,7,0.108995,0.364351
32192,4,0.106118,0.413814
32193,3,0.091170,0.292757
32194,3,0.091136,0.313694
32195,3,0.132547,0.519289
32196,7,0.120847,0.393131
32197,9,0.144153,0.670366
32198,7,0.115497,0.402289
32199,5,0.129599,0.395609
32200,8,0.105786,0.328256
32201,5,0.121365,0.513922
32202,9,0.138994,0.543017
32203,2,0.149707,0.699987
32204,3,0.092388,0.334938
32205,1,0.154967,0.804200
32206,6,0.127819,0.463719
32207,8,0.110912,0.351677
32208,0,0.067209,0.268025
32209,7,0.111603,0.381446
32210,3,0.102836,0.348466
32211,0,0.134026,0.518413
32212,6,0.093047,0.303232
32213,2,0.124484,0.466559
32214,4,0.121083,0.421683
32215,5,0.097721,0.250871
32216,7,0.132333,0.513381
32217,2,0.111138,0.345702
32218,5,0.126811,0.492835
32219,8,0.109573,0.395238
32220,6,0.128673,0.426931
32221,7,0.125264,0.373741
32222,0,0.111678,0.344976
32223,6,0.090315,0.239018
32224,3,0.118864,0.411418
32225,1,0.156098,0.910681
32226,8,0.130776,0.542646
32227,8,0.144356,0.582991
32228,3,0.112330,0.323864
32229,6,0.119258,0.396584
32230,1,0.138485,0.663052
32231,6,0.144632,0.611609
32232,1,0.137093,0.624588
32233,4,0.093674,0.337915
32234,5,0.129870,0.513740
32235,3,0.138611,0.542366
32236,9,0.127792,0.481720
32237,7,0.150419,0.755512
32238,0,0.095763,0.273755
32239,4,0.087717,0.231528
32240,9,0.135587,0.519239
32241,6,0.137399,0.529795
32242,6,0.137676,0.506203
32243,6,0.135284,0.531163
32244,2,0.077386,0.270707
32245,8,0.145946,0.580241
32246,1,0.136974,0.613664
32247,1,0.153918,0.911173
32248,7,0.131899,0.520144
32249,5,0.138832,0.533244
32250,9,0.145261,0.662833
32251,2,0.075349,0.139622
32252,9,0.119623,0.442740
32253,7,0.131395,0.538471
32254,8,0.108310,0.337033
32255,5,0.144469,0.501029
32256,6,0.134802,0.515788
32257,9,0.148027,0.798383
32258,6,0.139204,0.583061
32259,5,0.109864,0.348946
32260,8,0.121052,0.471200
32261,9,0.121052,0.418299
32262,8,0.130044,0.494811
32263,4,0.118856,0.384235
32264,2,0.101726,0.342637
32265,2,0.111698,0.389539
32266,6,0.108183,0.318056
32267,7,0.132385,0.565548
32268,3,0.123798,0.422859
32269,0,0.128523,0.498214
32270,2,0.109887,0.399548
32271,8,0.127944,0.521079
32272,9,0.125807,0.518075
32273,4,0.100357,0.352905
32274,0,0.073848,0.247176
32275,0,0.117541,0.426976
32276,3,0.116309,0.382780
32277,3,0.074199,0.227169
32278,5,0.130693,0.513214
32279,4,0.139010,0.568671
32280,8,0.088766,0.292010
32281,2,0.142807,0.496178
32282,3,0.110383,0.378436
32283,7,0.148939,0.641650
32284,5,0.116674,0.477591
32285,3,0.137700,0.580662
32286,8,0.113592,0.383289
32287,4,0.117140,0.478774
